initial_creation_date,last_change_date,material,material_9,material_7,ai,mat_description,mat_description_eng,plant,planner,replenishment_type,rounding_value,lot_size,minimum_lot_size,safety_time_days,safety_time_ind,leadtime_hours,planning_time_fence,planned_delivery_time,safety_stock,unit_of_quantity,length,width,height,uom_lwh,volume,unit_of_volume,gross_weight,net_weight,unit_of_weight,stacking_factor,material_group,run_out_date,proc_type,part_type,character,init_upg,init_use_type,procurement_type,storage_location,bwd_consumption_per,fwd_consumption_per,pps_planning_calendar,factory_calendar,mrp_group,mixed_mrp,strategy_group,consumption_mode,abc_indicator,spab_indicator,status,status_valid_from,bulk_material,omb_part,warehouse_number,storage_type_stock_placement,storage_type_stock_removement,release,release_date,release_type,release_action_code,active_material,plant_calendar,document_number,sid_client,snapdate,snaptimestamp,load_date,load_timestamp,_load_date
9/12/2020,8/5/2021,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,A,,S,,,,105,1R1,1Q2,,,,,,,814559051,MCPCLNT001,8/6/2021,00:55.0,8/6/2021,03:20.0,8/6/2021
9/12/2020,8/5/2021,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,A,,S,,,,202,,,,,,,,,814559051,MCPCLNT001,8/6/2021,00:55.0,8/6/2021,03:20.0,8/6/2021
9/12/2020,12/27/2021,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,A,,S,,,,105,1R1,1Q2,,,,,,,856670564,MCPCLNT001,12/28/2021,40:48.0,12/28/2021,36:21.0,12/28/2021
9/12/2020,12/27/2021,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,A,,S,,,,202,,,,,,,,,856670564,MCPCLNT001,12/28/2021,40:48.0,12/28/2021,36:21.0,12/28/2021
9/12/2020,9/24/2021,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,A,,S,,,,202,,,,,,,,,829108379,MCPCLNT001,9/25/2021,00:43.0,9/25/2021,02:41.0,9/25/2021
9/12/2020,9/24/2021,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,A,,S,,,,105,1R1,1Q2,,,,,,,829108379,MCPCLNT001,9/25/2021,00:43.0,9/25/2021,02:41.0,9/25/2021
9/12/2020,5/12/2021,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,A,,S,,,,105,1R1,1Q2,,,,,,,788753624,MCPCLNT001,5/13/2021,01:05.0,5/25/2021,59:52.0,5/25/2021
9/12/2020,5/12/2021,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,A,,S,,,,202,,,,,,,,,788753624,MCPCLNT001,5/13/2021,01:05.0,5/25/2021,59:52.0,5/25/2021
9/12/2020,6/29/2021,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,A,,S,,,,105,1R1,1Q2,,,,,,,803520344,MCPCLNT001,6/29/2021,00:21.0,6/29/2021,03:05.0,6/29/2021
9/12/2020,6/29/2021,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,A,,S,,,,202,,,,,,,,,803520344,MCPCLNT001,6/29/2021,00:21.0,6/29/2021,03:05.0,6/29/2021
9/12/2020,12/28/2020,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,96,,,,,,A,,S,,,,202,,,,,,,,,756986083,MCPCLNT001,1/15/2021,32:00.0,5/24/2021,13:32.0,5/24/2021
9/12/2020,12/28/2020,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,96,,,,,,A,,S,,,,105,CLB,CMO,,,,,,,756986083,MCPCLNT001,1/15/2021,32:00.0,5/24/2021,13:32.0,5/24/2021
9/12/2020,2/20/2021,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,A,,S,,,,105,CLB,CMO,,,,,,,768671731,MCPCLNT001,3/1/2021,54:12.0,5/24/2021,26:02.0,5/24/2021
9/12/2020,12/28/2020,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,96,,,,,,A,,S,,,,105,CLB,CMO,,,,,,,756650157,MCPCLNT001,1/14/2021,59:39.0,5/24/2021,17:18.0,5/24/2021
9/12/2020,2/20/2021,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,A0,,,,,,A,,S,,,,202,,,,,,,,,768671731,MCPCLNT001,3/1/2021,54:12.0,5/24/2021,26:02.0,5/24/2021
9/12/2020,12/28/2020,8071659-07,807165907,8071659,7,ZB LI DACHRELING HOCHGLANZSCHWARZ,AY LH ROOF RAILS HGL BLACK,MC10,114,P1,80,MC,0,2,2,,3,1,120,EA,0,0,0,,0,,1901,1901,GRM,0,PRODPART,,,,,,,F,,0,0,96,,,,,,A,,S,,,,202,,,,,,,,,756650157,MCPCLNT001,1/14/2021,59:39.0,5/24/2021,17:18.0,5/24/2021
